	Time (Secs)	CHAN1
R1149	0.00148	0.775
R1150	0.00149	0.76875
R1151	0.0015	0.76875
R1152	0.00151	0.76875
R1153	0.00152	0.7625
R1154	0.00153	0.76875
R1155	0.00154	0.7625
R1156	0.00155	0.7625
R1157	0.00156	0.7625
R1158	0.00157	0.75625
R1159	0.00158	0.75625
R1160	0.00159	0.75625
R1161	0.0016	0.75625
R1162	0.00161	0.75625
R1163	0.00162	0.75
R1164	0.00163	0.75
R1165	0.00164	0.75
R1166	0.00165	0.75
R1167	0.00166	0.75
R1168	0.00167	0.74375
R1169	0.00168	0.74375
R1170	0.00169	0.74375
R1171	0.0017	0.7375
R1172	0.00171	0.7375
R1173	0.00172	0.7375
R1174	0.00173	0.7375
R1175	0.00174	0.7375
R1176	0.00175	0.7375
R1177	0.00176	0.7375
R1178	0.00177	0.73125
R1179	0.00178	0.73125
R1180	0.00179	0.725
R1181	0.0018	0.725
R1182	0.00181	0.725
R1183	0.00182	0.725
R1184	0.00183	0.725
R1185	0.00184	0.725
R1186	0.00185	0.725
R1187	0.00186	0.725
R1188	0.00187	0.71875
R1189	0.00188	0.7125
R1190	0.00189	0.7125
R1191	0.0019	0.7125
R1192	0.00191	0.70625
R1193	0.00192	0.70625
R1194	0.00193	0.70625
R1195	0.00194	0.70625
R1196	0.00195	0.70625
R1197	0.00196	0.7
R1198	0.00197	0.70625
R1199	0.00198	0.7
R1200	0.00199	0.7
R1201	0.002	0.7
R1202	0.00201	0.7
R1203	0.00202	0.7
R1204	0.00203	0.69375
R1205	0.00204	0.69375
R1206	0.00205	0.6875
R1207	0.00206	0.6875
R1208	0.00207	0.68125
R1209	0.00208	0.68125
R1210	0.00209	0.68125
R1211	0.0021	0.675
R1212	0.00211	0.675
R1213	0.00212	0.68125
R1214	0.00213	0.675
R1215	0.00214	0.66875
R1216	0.00215	0.675
R1217	0.00216	0.66875
R1218	0.00217	0.66875
R1219	0.00218	0.66875
R1220	0.00219	0.66875
R1221	0.0022	0.66875
R1222	0.00221	0.6625
R1223	0.00222	0.6625
R1224	0.00223	0.65625
R1225	0.00224	0.65
R1226	0.00225	0.65625
R1227	0.00226	0.65
R1228	0.00227	0.65
R1229	0.00228	0.64375
R1230	0.00229	0.65
R1231	0.0023	0.64375
R1232	0.00231	0.64375
R1233	0.00232	0.6375
R1234	0.00233	0.6375
R1235	0.00234	0.6375
R1236	0.00235	0.6375
R1237	0.00236	0.6375
R1238	0.00237	0.63125
R1239	0.00238	0.625
R1240	0.00239	0.63125
R1241	0.0024	0.63125
R1242	0.00241	0.625
R1243	0.00242	0.61875
R1244	0.00243	0.61875
R1245	0.00244	0.61875
R1246	0.00245	0.6125
R1247	0.00246	0.6125
R1248	0.00247	0.6125
R1249	0.00248	0.60625
R1250	0.00249	0.60625
R1251	0.0025	0.60625
R1252	0.00251	0.60625
R1253	0.00252	0.6
R1254	0.00253	0.6
R1255	0.00254	0.6
R1256	0.00255	0.59375
R1257	0.00256	0.6
R1258	0.00257	0.5875
R1259	0.00258	0.5875
R1260	0.00259	0.54375
R1261	0.0026	0.51875
R1262	0.00261	0.48125
R1263	0.00262	0.44375
R1264	0.00263	0.43125
R1265	0.00264	0.4
R1266	0.00265	0.36875
R1267	0.00266	0.3625
R1268	0.00267	0.575
R1269	0.00268	0.56875
R1270	0.00269	0.56875
R1271	0.0027	0.56875
R1272	0.00271	0.56875
R1273	0.00272	0.5625
R1274	0.00273	0.5625
R1275	0.00274	0.55625
R1276	0.00275	0.55
R1277	0.00276	0.53125
R1278	0.00277	0.49375
R1279	0.00278	0.4625
R1280	0.00279	0.44375
R1281	0.0028	0.41875
R1282	0.00281	0.39375
R1283	0.00282	0.36875
R1284	0.00283	0.35
R1285	0.00284	0.3375
R1286	0.00285	0.5375
R1287	0.00286	0.5375
R1288	0.00287	0.53125
R1289	0.00288	0.53125
R1290	0.00289	0.525
R1291	0.0029	0.525
R1292	0.00291	0.51875
R1293	0.00292	0.51875
R1294	0.00293	0.5125
R1295	0.00294	0.49375
R1296	0.00295	0.4625
R1297	0.00296	0.4375
R1298	0.00297	0.39375
R1299	0.00298	0.38125
R1300	0.00299	0.35625
R1301	0.003	0.34375
R1302	0.00301	0.325
R1303	0.00302	0.30625
R1304	0.00303	0.5
R1305	0.00304	0.49375
R1306	0.00305	0.4875
R1307	0.00306	0.49375
R1308	0.00307	0.4875
R1309	0.00308	0.48125
R1310	0.00309	0.48125
R1311	0.0031	0.48125
R1312	0.00311	0.475
R1313	0.00312	0.45625
R1314	0.00313	0.41875
R1315	0.00314	0.40625
R1316	0.00315	0.375
R1317	0.00316	0.35625
R1318	0.00317	0.34375
R1319	0.00318	0.325
R1320	0.00319	0.3125
R1321	0.0032	0.29375
R1322	0.00321	0.45625
R1323	0.00322	0.45625
R1324	0.00323	0.45625
R1325	0.00324	0.45625
R1326	0.00325	0.45
R1327	0.00326	0.44375
R1328	0.00327	0.44375
R1329	0.00328	0.4375
R1330	0.00329	0.4375
R1331	0.0033	0.43125
R1332	0.00331	0.4
R1333	0.00332	0.375
R1334	0.00333	0.3625
R1335	0.00334	0.34375
R1336	0.00335	0.33125
R1337	0.00336	0.3125
R1338	0.00337	0.3
R1339	0.00338	0.2875
R1340	0.00339	0.4125
R1341	0.0034	0.4125
R1342	0.00341	0.4125
R1343	0.00342	0.40625
R1344	0.00343	0.40625
R1345	0.00344	0.40625
R1346	0.00345	0.4
R1347	0.00346	0.4
R1348	0.00347	0.39375
R1349	0.00348	0.3875
R1350	0.00349	0.38125
R1351	0.0035	0.35625
R1352	0.00351	0.35
R1353	0.00352	0.33125
R1354	0.00353	0.3125
R1355	0.00354	0.29375
R1356	0.00355	0.29375
R1357	0.00356	0.3125
R1358	0.00357	0.36875
R1359	0.00358	0.36875
R1360	0.00359	0.3625
R1361	0.0036	0.36875
R1362	0.00361	0.3625
R1363	0.00362	0.3625
R1364	0.00363	0.35625
R1365	0.00364	0.35625
R1366	0.00365	0.35625
R1367	0.00366	0.35
R1368	0.00367	0.34375
R1369	0.00368	0.34375
R1370	0.00369	0.33125
R1371	0.0037	0.3125
R1372	0.00371	0.30625
R1373	0.00372	0.2875
R1374	0.00373	0.275
R1375	0.00374	0.33125
R1376	0.00375	0.325
R1377	0.00376	0.325
R1378	0.00377	0.31875
R1379	0.00378	0.325
R1380	0.00379	0.31875
R1381	0.0038	0.3125
R1382	0.00381	0.3125
R1383	0.00382	0.31875
R1384	0.00383	0.3125
R1385	0.00384	0.3
R1386	0.00385	0.3
R1387	0.00386	0.3
R1388	0.00387	0.3
R1389	0.00388	0.29375
R1390	0.00389	0.28125
R1391	0.0039	0.26875
R1392	0.00391	0.2625
R1393	0.00392	0.28125
R1394	0.00393	0.28125
R1395	0.00394	0.28125
R1396	0.00395	0.28125
R1397	0.00396	0.275
R1398	0.00397	0.275
R1399	0.00398	0.275
R1400	0.00399	0.26875
R1401	0.004	0.26875
R1402	0.00401	0.2625
R1403	0.00402	0.2625
R1404	0.00403	0.2625
R1405	0.00404	0.2625
R1406	0.00405	0.25625
R1407	0.00406	0.25625
R1408	0.00407	0.25
R1409	0.00408	0.25
R1410	0.00409	0.2375
R1411	0.0041	0.23125
R1412	0.00411	0.2375
R1413	0.00412	0.23125
R1414	0.00413	0.2375
R1415	0.00414	0.23125
R1416	0.00415	0.23125
R1417	0.00416	0.23125
R1418	0.00417	0.225
R1419	0.00418	0.225
R1420	0.00419	0.21875
R1421	0.0042	0.21875
R1422	0.00421	0.21875
R1423	0.00422	0.2125
R1424	0.00423	0.20625
R1425	0.00424	0.20625
R1426	0.00425	0.20625
R1427	0.00426	0.20625
R1428	0.00427	0.2
R1429	0.00428	0.1875
R1430	0.00429	0.1875
R1431	0.0043	0.1875
R1432	0.00431	0.1875
R1433	0.00432	0.1875
R1434	0.00433	0.18125
R1435	0.00434	0.18125
R1436	0.00435	0.18125
R1437	0.00436	0.175
R1438	0.00437	0.175
R1439	0.00438	0.16875
R1440	0.00439	0.1625
R1441	0.0044	0.1625
R1442	0.00441	0.1625
R1443	0.00442	0.1625
R1444	0.00443	0.1625
R1445	0.00444	0.15625
R1446	0.00445	0.14375
R1447	0.00446	0.14375
R1448	0.00447	0.1375
R1449	0.00448	0.1375
R1450	0.00449	0.1375
R1451	0.0045	0.1375
R1452	0.00451	0.13125
R1453	0.00452	0.13125
R1454	0.00453	0.13125
R1455	0.00454	0.13125
R1456	0.00455	0.125
R1457	0.00456	0.11875
R1458	0.00457	0.11875
R1459	0.00458	0.11875
R1460	0.00459	0.11875
R1461	0.0046	0.1125
R1462	0.00461	0.1125
R1463	0.00462	0.10625
R1464	0.00463	0
R1465	0.00464	0.1
R1466	0.00465	0
R1467	0.00466	0
R1468	0.00467	0
R1469	0.00468	0
R1470	0.00469	0
R1471	0.0047	0
R1472	0.00471	0
R1473	0.00472	0
R1474	0.00473	0.075
R1475	0.00474	0.075
R1476	0.00475	0.075
R1477	0.00476	0.06875
R1478	0.00477	0
R1479	0.00478	0
R1480	0.00479	0
R1481	0.0048	0
R1482	0.00481	0
R1483	0.00482	0
R1484	0.00483	0
R1485	0.00484	0
R1486	0.00485	0.04375
R1487	0.00486	0
R1488	0.00487	0.04375
R1489	0.00488	0.0375
R1490	0.00489	0
R1491	0.0049	0
R1492	0.00491	0
R1493	0.00492	0
R1494	0.00493	0
R1495	0.00494	0
R1496	0.00495	0
R1497	0.00496	0.0125
R1498	0.00497	0.0125
R1499	0.00498	0.0125
R1500	0.00499	0
R1501	0.005	0
R1502	0.00501	0
R1503	0.00502	0
R1504	0.00503	0
R1505	0.00504	0
R1506	0.00505	0
R1507	0.00506	0
R1508	0.00507	0
R1509	0.00508	0
R1510	0.00509	0
R1511	0.0051	0
R1512	0.00511	0
R1513	0.00512	0
R1514	0.00513	0
R1515	0.00514	0
R1516	0.00515	0
R1517	0.00516	0.0125
R1518	0.00517	0
R1519	0.00518	0
R1520	0.00519	0.0125
R1521	0.0052	0.0125
R1522	0.00521	0.0125
R1523	0.00522	0.0125
R1524	0.00523	0.0125
R1525	0.00524	0.0125
R1526	0.00525	0.0125
R1527	0.00526	0
R1528	0.00527	0
R1529	0.00528	0.0125
R1530	0.00529	0
R1531	0.0053	0
R1532	0.00531	0
R1533	0.00532	0
R1534	0.00533	0
R1535	0.00534	0
R1536	0.00535	0
R1537	0.00536	0
R1538	0.00537	0
R1539	0.00538	0
R1540	0.00539	0
R1541	0.0054	0
R1542	0.00541	0
R1543	0.00542	0
R1544	0.00543	0
R1545	0.00544	0
R1546	0.00545	0
R1547	0.00546	0
R1548	0.00547	0
R1549	0.00548	0
R1550	0.00549	0
R1551	0.0055	0
R1552	0.00551	0
R1553	0.00552	0
R1554	0.00553	0
R1555	0.00554	0
R1556	0.00555	0
R1557	0.00556	0
R1558	0.00557	0
R1559	0.00558	0
R1560	0.00559	0
R1561	0.0056	0
R1562	0.00561	0
R1563	0.00562	0
R1564	0.00563	0
R1565	0.00564	0
R1566	0.00565	0
R1567	0.00566	0
R1568	0.00567	0
R1569	0.00568	0
R1570	0.00569	0
R1571	0.0057	0
R1572	0.00571	0
R1573	0.00572	0
R1574	0.00573	0
R1575	0.00574	0
R1576	0.00575	0
R1577	0.00576	0
R1578	0.00577	0
R1579	0.00578	0
R1580	0.00579	0
R1581	0.0058	0
R1582	0.00581	0
R1583	0.00582	0
R1584	0.00583	0
R1585	0.00584	0
R1586	0.00585	0
R1587	0.00586	0
R1588	0.00587	0
R1589	0.00588	0
R1590	0.00589	0
R1591	0.0059	0
R1592	0.00591	0
R1593	0.00592	0
R1594	0.00593	0
R1595	0.00594	0
R1596	0.00595	0
R1597	0.00596	0
R1598	0.00597	0
R1599	0.00598	0
R1600	0.00599	0
R1601	0.006	0
R1602	0.00601	0
R1603	0.00602	0
R1604	0.00603	0
R1605	0.00604	0
R1606	0.00605	0
R1607	0.00606	0
R1608	0.00607	0
R1609	0.00608	0
R1610	0.00609	0
R1611	0.0061	0
R1612	0.00611	0
R1613	0.00612	0
R1614	0.00613	0
R1615	0.00614	0
R1616	0.00615	0
R1617	0.00616	0
R1618	0.00617	0
R1619	0.00618	0
R1620	0.00619	0
R1621	0.0062	0
R1622	0.00621	0
R1623	0.00622	0
R1624	0.00623	0
R1625	0.00624	0
R1626	0.00625	0
R1627	0.00626	0
R1628	0.00627	0
R1629	0.00628	0
R1630	0.00629	0
R1631	0.0063	0
R1632	0.00631	0
R1633	0.00632	0
R1634	0.00633	0
R1635	0.00634	0
R1636	0.00635	0
R1637	0.00636	0
R1638	0.00637	0
R1639	0.00638	0
R1640	0.00639	0
R1641	0.0064	0
R1642	0.00641	0
R1643	0.00642	0
R1644	0.00643	0
R1645	0.00644	0
R1646	0.00645	0
R1647	0.00646	0
R1648	0.00647	0
R1649	0.00648	0
R1650	0.00649	0
R1651	0.0065	0
R1652	0.00651	0
R1653	0.00652	0
R1654	0.00653	0
R1655	0.00654	0
R1656	0.00655	0
R1657	0.00656	0
R1658	0.00657	0
R1659	0.00658	0
R1660	0.00659	0
R1661	0.0066	0
R1662	0.00661	0
R1663	0.00662	0
R1664	0.00663	0
R1665	0.00664	0
R1666	0.00665	0
R1667	0.00666	0
R1668	0.00667	0
R1669	0.00668	0
R1670	0.00669	0.0125
R1671	0.0067	0
R1672	0.00671	0
R1673	0.00672	0
R1674	0.00673	0
R1675	0.00674	0
R1676	0.00675	0
R1677	0.00676	0
R1678	0.00677	0
R1679	0.00678	0
R1680	0.00679	0
R1681	0.0068	0
R1682	0.00681	0
R1683	0.00682	0
R1684	0.00683	0
R1685	0.00684	0
R1686	0.00685	0
R1687	0.00686	0
R1688	0.00687	0
R1689	0.00688	0
R1690	0.00689	0
R1691	0.0069	0
R1692	0.00691	0
R1693	0.00692	0
R1694	0.00693	0
R1695	0.00694	0
R1696	0.00695	0
R1697	0.00696	0.0125
R1698	0.00697	0
R1699	0.00698	0
R1700	0.00699	0
R1701	0.007	0
R1702	0.00701	0
R1703	0.00702	0
R1704	0.00703	0
R1705	0.00704	0
R1706	0.00705	0
R1707	0.00706	0
R1708	0.00707	0
R1709	0.00708	0
R1710	0.00709	0
R1711	0.0071	0
R1712	0.00711	0
R1713	0.00712	0
R1714	0.00713	0
R1715	0.00714	0
R1716	0.00715	0
R1717	0.00716	0
R1718	0.00717	0
R1719	0.00718	0
R1720	0.00719	0
R1721	0.0072	0
R1722	0.00721	0
R1723	0.00722	0
R1724	0.00723	0
R1725	0.00724	0
R1726	0.00725	0
R1727	0.00726	0
R1728	0.00727	0
R1729	0.00728	0
R1730	0.00729	0
R1731	0.0073	0
R1732	0.00731	0
R1733	0.00732	0
R1734	0.00733	0
R1735	0.00734	0
R1736	0.00735	0
R1737	0.00736	0
R1738	0.00737	0
R1739	0.00738	0
R1740	0.00739	0
R1741	0.0074	0
R1742	0.00741	0
R1743	0.00742	0
R1744	0.00743	0
R1745	0.00744	0
R1746	0.00745	0
R1747	0.00746	0
R1748	0.00747	0
R1749	0.00748	0
R1750	0.00749	0
R1751	0.0075	0
R1752	0.00751	0
R1753	0.00752	0
R1754	0.00753	0
R1755	0.00754	0
R1756	0.00755	0
R1757	0.00756	0
R1758	0.00757	0
R1759	0.00758	0.0125
R1760	0.00759	0
R1761	0.0076	0
R1762	0.00761	0
R1763	0.00762	0
R1764	0.00763	0
R1765	0.00764	0
R1766	0.00765	0
R1767	0.00766	0
R1768	0.00767	0
R1769	0.00768	0
R1770	0.00769	0
R1771	0.0077	0
R1772	0.00771	0
R1773	0.00772	0
R1774	0.00773	0
R1775	0.00774	0
R1776	0.00775	0
R1777	0.00776	0
R1778	0.00777	0
R1779	0.00778	0
R1780	0.00779	0
R1781	0.0078	0
R1782	0.00781	0
R1783	0.00782	0
R1784	0.00783	0
R1785	0.00784	0
R1786	0.00785	0
R1787	0.00786	0
R1788	0.00787	0
R1789	0.00788	0
R1790	0.00789	0
R1791	0.0079	0
R1792	0.00791	0
R1793	0.00792	0
R1794	0.00793	0
R1795	0.00794	0
R1796	0.00795	0
R1797	0.00796	0
R1798	0.00797	0
R1799	0.00798	0
R1800	0.00799	0
R1801	0.008	0
R1802	0.00801	0
R1803	0.00802	0
R1804	0.00803	0
R1805	0.00804	0
R1806	0.00805	0
R1807	0.00806	0
R1808	0.00807	0
R1809	0.00808	0
R1810	0.00809	0
R1811	0.0081	0
R1812	0.00811	0
R1813	0.00812	0
R1814	0.00813	0
R1815	0.00814	0
R1816	0.00815	0
R1817	0.00816	0
R1818	0.00817	0
R1819	0.00818	0
R1820	0.00819	0
R1821	0.0082	0
R1822	0.00821	0
R1823	0.00822	0
R1824	0.00823	0
R1825	0.00824	0
R1826	0.00825	0
R1827	0.00826	0
R1828	0.00827	0
R1829	0.00828	0
R1830	0.00829	0
R1831	0.0083	0
R1832	0.00831	0
R1833	0.00832	0
R1834	0.00833	0
R1835	0.00834	0
R1836	0.00835	0
R1837	0.00836	0
R1838	0.00837	0
R1839	0.00838	0
R1840	0.00839	0
R1841	0.0084	0
R1842	0.00841	0
R1843	0.00842	0
R1844	0.00843	0.0125
R1845	0.00844	0
R1846	0.00845	0
R1847	0.00846	0
R1848	0.00847	0
R1849	0.00848	0
R1850	0.00849	0
R1851	0.0085	0
R1852	0.00851	0
R1853	0.00852	0
R1854	0.00853	0
R1855	0.00854	0
R1856	0.00855	0
R1857	0.00856	0
R1858	0.00857	0
R1859	0.00858	0
R1860	0.00859	0
R1861	0.0086	0
R1862	0.00861	0
R1863	0.00862	0
R1864	0.00863	0
R1865	0.00864	0
R1866	0.00865	0
R1867	0.00866	0
R1868	0.00867	0.0125
R1869	0.00868	0
R1870	0.00869	0
R1871	0.0087	0
R1872	0.00871	0
R1873	0.00872	0
R1874	0.00873	0
R1875	0.00874	0
R1876	0.00875	0
R1877	0.00876	0
R1878	0.00877	0
R1879	0.00878	0
R1880	0.00879	0
R1881	0.0088	0
R1882	0.00881	0
R1883	0.00882	0
R1884	0.00883	0
R1885	0.00884	0
R1886	0.00885	0
R1887	0.00886	0
R1888	0.00887	0
R1889	0.00888	0
R1890	0.00889	0
R1891	0.0089	0
R1892	0.00891	0
R1893	0.00892	0
R1894	0.00893	0
R1895	0.00894	0
R1896	0.00895	0
R1897	0.00896	0
R1898	0.00897	0
R1899	0.00898	0
R1900	0.00899	0
R1901	0.009	0
R1902	0.00901	0
R1903	0.00902	0
R1904	0.00903	0
R1905	0.00904	0
R1906	0.00905	0
R1907	0.00906	0
R1908	0.00907	0
R1909	0.00908	0
R1910	0.00909	0
R1911	0.0091	0
R1912	0.00911	0
R1913	0.00912	0
R1914	0.00913	0
R1915	0.00914	0
R1916	0.00915	0
R1917	0.00916	0
R1918	0.00917	0.0125
R1919	0.00918	0
R1920	0.00919	0
R1921	0.0092	0
R1922	0.00921	0
R1923	0.00922	0
R1924	0.00923	0
R1925	0.00924	0
R1926	0.00925	0
R1927	0.00926	0
R1928	0.00927	0
R1929	0.00928	0
R1930	0.00929	0
R1931	0.0093	0
R1932	0.00931	0
R1933	0.00932	0
R1934	0.00933	0
R1935	0.00934	0
R1936	0.00935	0
R1937	0.00936	0
R1938	0.00937	0
R1939	0.00938	0
R1940	0.00939	0
R1941	0.0094	0
R1942	0.00941	0
R1943	0.00942	0
R1944	0.00943	0
R1945	0.00944	0
R1946	0.00945	0
R1947	0.00946	0
R1948	0.00947	0
R1949	0.00948	0
R1950	0.00949	0
R1951	0.0095	0
R1952	0.00951	0
R1953	0.00952	0
R1954	0.00953	0
R1955	0.00954	0
R1956	0.00955	0
R1957	0.00956	0
R1958	0.00957	0
R1959	0.00958	0
R1960	0.00959	0
R1961	0.0096	0
R1962	0.00961	0
R1963	0.00962	0
R1964	0.00963	0
R1965	0.00964	0
R1966	0.00965	0
R1967	0.00966	0
R1968	0.00967	0
R1969	0.00968	0
R1970	0.00969	0
R1971	0.0097	0
R1972	0.00971	0
R1973	0.00972	0
R1974	0.00973	0
R1975	0.00974	0
R1976	0.00975	0
R1977	0.00976	0
R1978	0.00977	0
R1979	0.00978	0
R1980	0.00979	0
R1981	0.0098	0
R1982	0.00981	0
R1983	0.00982	0
R1984	0.00983	0
R1985	0.00984	0
R1986	0.00985	0
R1987	0.00986	0
R1988	0.00987	0
R1989	0.00988	0
R1990	0.00989	0
R1991	0.0099	0
R1992	0.00991	0
R1993	0.00992	0
R1994	0.00993	0
R1995	0.00994	0
R1996	0.00995	0
R1997	0.00996	0
R1998	0.00997	0
R1999	0.00998	0
R2000	0.00999	0
